年	月	日	降雨	实测流量	DTVGM	Btop	Swat
1994	9	16	7.695	361	509.621	554.4293	1118
1994	9	17	7.445	396	574.929	618.779	539
1994	9	18	1.765	413	600.466	637.0612	353.7
1994	9	19	0.657	385	583.392	575.0563	280.4
1994	9	20	4.325	352	563.166	499.1712	357.9
1994	9	21	3.964	352	557.799	523.7503	481.8
1994	9	22	4.402	382	567.52	633.2392	390.6
1994	9	23	2.879	405	530.92	691.3034	304.5
1994	9	24	1.562	377	491.988	664.2782	256.2
1994	9	25	3.351	336	454.318	592.1966	270.1
1994	9	26	5.005	310	421.029	486.5267	227.2
1994	9	27	1.974	289	391.609	398.3731	238.9
1994	9	28	3.091	282	368.488	379.1637	287.1
1994	9	29	2.464	266	341.169	394.7869	253.4
1994	9	30	0.8	253	321.133	384.8722	1152
1994	10	1	2.058	241	302.779	343.288	380.3
1994	10	2	2.97	238	293.535	312.9814	305.3
1994	10	3	2.225	227	281.498	298.1946	277.7
1994	10	4	6.264	220	270.764	285.0827	473.6
1994	10	5	3.885	211	264.991	269.5486	792.8
1994	10	6	1.226	208	257.158	257.6603	399.1
1994	10	7	0.518	203	246.391	256.5277	301.9
1994	10	8	3.117	201	239.49	261.3356	337.3
1994	10	9	3.7	206	249.228	264.2437	280.5
1994	10	10	5.108	209	263.001	261.5445	255.2
1994	10	11	2.716	205	268.968	260.5667	247.1
1994	10	12	0.055	200	265.377	262.5408	214.6
1994	10	13	0.015	193	257.684	265.5766	196
1994	10	14	0	186	247.679	263.6483	186
1994	10	15	0.068	177	236.519	256.0442	164.1
1994	10	16	1.158	171	228.146	245.6228	388.5
1994	10	17	0.013	168	221.728	234.512	237.2
1994	10	18	0.009	170	215.459	221.9539	193
1994	10	19	0.068	169	208.404	205.2096	180.2
1994	10	20	0.875	158	200.567	183.4056	163.6
1994	10	21	0.389	151	192.935	170.4277	158.3
1994	10	22	1.177	148	184.958	172.2496	142.2
1994	10	23	1.575	148	180.466	175.2517	153
1994	10	24	1.189	150	177.198	169.318	139
1994	10	25	0.674	145	170.566	162.4571	129.1
1994	10	26	0.009	141	165.57	163.1645	131.5
1994	10	27	0.037	141	161.088	162.8755	130.1
1994	10	28	0.03	141	155.869	155.6691	298.6
1994	10	29	0.003	140	150.568	146.543	193.9
1994	10	30	0.091	138	145.347	140.5924	149.8
1994	10	31	0.029	136	140.24	136.951	138.6
1994	11	1	0.009	135	135.368	132.0634	129
1994	11	2	0.756	133	134.369	132.0921	138.8
1994	11	3	0.687	137	131.681	133.2185	305.8
1994	11	4	0.05	134	127.832	129.5359	151.5
1994	11	5	0.029	131	124.403	120.6335	132.1
1994	11	6	0.684	128	121.144	112.0615	119.7
1994	11	7	0.17	125	119.987	107.547	113.3
1994	11	8	0.366	122	116.726	104.6762	103.6
1994	11	9	0	120	113.782	102.1081	103.4
1994	11	10	0.033	120	111.183	101.1197	87.52
1994	11	11	0.138	118	108.721	100.3055	89.91
1994	11	12	1.382	115	106.274	98.0517	77.35
1994	11	13	0.549	114	104.084	95.7644	81.74
1994	11	14	0.195	113	101.743	95.04504	75.1
1994	11	15	0.212	112	99.469	94.96405	76.96
1994	11	16	0.438	112	97.674	94.80048	68.93
1994	11	17	0.371	109	96.16	95.10095	78.48
1994	11	18	0.475	103	94.478	95.16788	65.52
1994	11	19	0.093	101	93.003	94.2991	63.16
1994	11	20	0.086	96	91.219	90.83418	61.32
1994	11	21	0	94	89.403	85.08508	58.25
1994	11	22	0.095	94	87.676	80.22383	57.89
1994	11	23	0.017	93	86.077	78.1108	53.57
1994	11	24	0.058	92	84.591	77.27585	50.76
1994	11	25	0.373	92	83.175	75.89758	49.99
1994	11	26	4.562	88	81.773	73.84707	86.13
1994	11	27	0.303	86	80.67	72.17902	57.38
1994	11	28	0.702	84	79.079	71.4604	1138
1994	11	29	0.235	82	77.657	70.95537	409.1
1994	11	30	1.185	82	83.378	70.22969	166.6
1994	12	1	0.888	82	90.842	72.23109	114.5
1994	12	2	0.318	77	89.404	75.42724	85.36
1994	12	3	0.136	73	87.067	77.9183	66.08
1994	12	4	0	69	85.235	77.06989	53.64
1994	12	5	0.039	71	83.642	73.15288	43.95
1994	12	6	0	72	82.11	68.56863	40.33
1994	12	7	0	70	80.595	65.66789	35.45
1994	12	8	0	66	79.097	65.3969	30.01
1994	12	9	0	70	77.618	65.62396	26.96
1994	12	10	0	71	76.158	64.99764	128.8
1994	12	11	0	68	74.717	63.89242	18.29
1994	12	12	0	68	73.295	62.44732	22.41
1994	12	13	0	68	71.894	61.05817	19.02
1994	12	14	0	61	70.517	60.06353	18.07
1994	12	15	0	59	69.17	59.27973	17.2
1994	12	16	0	62	78.711	58.32065	16.6
1994	12	17	0	64	74.207	56.72756	15.4
1994	12	18	0	62	71.342	54.75866	15.6
1994	12	19	0.029	60	69.742	53.42045	15.21
1994	12	20	0.009	61	68.284	52.95644	14.35
1994	12	21	0.542	53	66.963	52.55246	14.06
1994	12	22	0	52	65.723	51.71613	11.84
1994	12	23	0	45	64.531	50.74348	12.59
1994	12	24	0	44	63.372	50.04162	12.24
1994	12	25	0	45	62.245	49.48473	11.89
1994	12	26	0	44	61.147	48.87112	12.12
1994	12	27	0	47	60.075	48.21062	11.83
1994	12	28	0	50	59.024	47.54748	11.52
1994	12	29	0	52	57.991	46.92133	11.61
1994	12	30	0	56	56.974	46.34597	166.8
1994	12	31	0	56	55.971	45.77253	5.247
1995	1	1	0.528	55	55.052	100.8033	8.875
1995	1	2	2.477	53	69.596	105.476	9.047
1995	1	3	0.234	47	74.739	110.2077	7.756
1995	1	4	0.248	46	76.282	112.6959	9.322
1995	1	5	0.293	42	77.189	111.4635	7.604
1995	1	6	0.076	39	77.927	109.5369	7.823
1995	1	7	0	40	78.405	109.883	9.262
1995	1	8	0	40	78.475	110.0291	8.004
1995	1	9	0.006	46	78.087	108.0721	30.73
1995	1	10	0.175	50	79.627	104.9568	11.33
1995	1	11	0.022	52	77.922	101.8331	6.528
1995	1	12	0.092	53	76.666	98.53355	5.718
1995	1	13	0.145	55	75.496	93.0871	4.562
1995	1	14	0.566	53	74.616	85.92585	3.984
1995	1	15	0	51	74.065	80.92415	4.194
1995	1	16	0	50	73.737	79.39034	4.231
1995	1	17	0	50	73.455	78.02157	4.58
1995	1	18	0.559	49	74.756	75.23175	3.131
1995	1	19	0.344	47	75.695	73.37082	2.861
1995	1	20	0.001	48	75.603	73.9232	2.853
1995	1	21	0.081	48	75.208	76.37113	3.005
1995	1	22	0.521	48	75.173	79.83773	2.854
1995	1	23	0.278	47	76.442	85.53685	3.369
1995	1	24	0.018	46	77.192	91.35889	3.064
1995	1	25	0.001	47	77.68	94.08429	3.071
1995	1	26	0	45	77.766	90.36709	3.505
1995	1	27	0	42	77.403	82.04011	5.396
1995	1	28	0	42	76.676	73.63555	3.228
1995	1	29	0	43	75.714	67.17962	3.042
1995	1	30	0.002	43	74.63	63.04191	1.787
1995	1	31	0.001	44	73.508	61.54707	1.763
1995	2	1	0	44	72.394	61.96639	1.912
1995	2	2	0	43	71.314	62.20637	1.266
1995	2	3	0.007	43	70.273	61.03475	0.7491
1995	2	4	0.027	41	69.27	59.34475	0.7259
1995	2	5	0.011	41	68.301	58.2118	0.5099
1995	2	6	1.419	42	74.881	57.71104	0.3886
1995	2	7	0.534	43	76.796	57.50474	0.2255
1995	2	8	0.015	42	76.989	57.69429	0.2301
1995	2	9	0.001	44	76.368	58.38527	0.06049
1995	2	10	0.3	44	76.859	59.81848	0.08375
1995	2	11	0.053	44	75.723	59.87247	0.002855
1995	2	12	0.001	45	74.31	59.14558	0
1995	2	13	0.01	45	72.842	58.02779	0
1995	2	14	0.039	44	71.404	56.12744	0
1995	2	15	0	45	70.015	54.1942	0
1995	2	16	1.58	46	78.618	52.93707	0
1995	2	17	2.101	46	76.57	51.92721	0
1995	2	18	0.073	46	75.157	50.67408	0
1995	2	19	0.066	47	74.589	49.5058	0
1995	2	20	0.152	47	74.306	49.12035	0
1995	2	21	0.157	46	74.869	50.63048	0.01511
1995	2	22	0.166	46	74.838	52.19087	0
1995	2	23	0.735	49	80.106	60.7605	0.04033
1995	2	24	0.174	48	78.235	68.78017	14.95
1995	2	25	0.866	49	82.897	79.87477	17.12
1995	2	26	0.129	48	81.075	81.96136	13.02
1995	2	27	0.006	46	79.357	78.04878	9.548
1995	2	28	0.866	45	81.891	74.58978	7.666
1995	3	1	0.064	46	79.788	70.42366	25.62
1995	3	2	0	47	77.837	66.32779	82.68
1995	3	3	0.168	46	76.055	60.00822	9.511
1995	3	4	0.409	48	74.442	53.22643	4.174
1995	3	5	0.222	49	73.671	48.76482	2.032
1995	3	6	0.043	50	74.329	46.57893	42.11
1995	3	7	0.022	52	88.177	45.96735	55.69
1995	3	8	0.393	54	90.837	46.23036	25.54
1995	3	9	0.717	54	96.801	53.12646	31.14
1995	3	10	0.12	54	94.33	59.4961	25.56
1995	3	11	0.89	54	97.823	65.00428	40.42
1995	3	12	0.582	54	98.99	64.52799	50.61
1995	3	13	0.266	55	99.304	61.22432	36.42
1995	3	14	0.292	54	97.663	59.79076	27.49
1995	3	15	0.307	54	96.064	58.36604	19.38
1995	3	16	0	54	96.845	57.49195	14.14
1995	3	17	0.299	55	95.818	59.55486	15.1
1995	3	18	1.321	54	97.21	61.2121	11.29
1995	3	19	0.567	55	102.951	61.01705	8.51
1995	3	20	0.058	57	99.691	57.91979	31.08
1995	3	21	0.595	64	100.387	54.91081	132.4
1995	3	22	0.944	65	104.797	54.40469	35.45
1995	3	23	0.022	68	135.823	53.7183	2590
1995	3	24	0.209	83	190.225	52.26196	639.4
1995	3	25	2.718	91	200.801	51.49445	271.5
1995	3	26	0.003	100	245.2	51.98346	1832
1995	3	27	0.253	134	316.209	52.76415	620.5
1995	3	28	0.737	161	346.332	52.91333	274.1
1995	3	29	1.181	169	376.041	59.09901	189.6
1995	3	30	0.393	152	374.329	63.57192	118.1
1995	3	31	0.327	141	369.095	64.15582	57.25
1995	4	1	0.121	134	352.484	58.1651	204.7
1995	4	2	0.998	124	346.577	55.24719	112
1995	4	3	0.212	120	330.809	57.84044	61.9
1995	4	4	0.192	114	314.82	62.11767	77.84
1995	4	5	0.357	104	300.141	62.10891	50.99
1995	4	6	0.724	97	287.562	61.07733	36.5
1995	4	7	0.528	88	278.458	65.80326	26.93
1995	4	8	2.017	83	270.32	73.33454	19.53
1995	4	9	1.491	78	265.558	78.99405	14.33
1995	4	10	0.146	74	258.958	80.01104	175.7
1995	4	11	0	76	252.988	76.01866	15.61
1995	4	12	0.503	87	246.243	69.59023	24.52
1995	4	13	1.603	95	249.185	67.93642	120.6
1995	4	14	1.425	97	250.798	70.60078	23.05
1995	4	15	0.236	95	252.346	75.87162	234.5
1995	4	16	0.687	97	258.902	92.28831	45.3
1995	4	17	0.279	104	259.39	115.6039	35.94
1995	4	18	0.471	108	257.914	127.1052	24.19
1995	4	19	0.366	114	255.475	116.1727	417.3
1995	4	20	0.003	129	258.368	97.25469	445.8
1995	4	21	0.722	154	266.22	85.10577	165.5
1995	4	22	0.376	147	272.535	80.78245	81.93
1995	4	23	0.198	140	274.023	80.28839	68.96
1995	4	24	0.459	147	274.348	78.56069	45.69
1995	4	25	1.984	145	292.815	89.00454	79
1995	4	26	0.134	148	285.843	100.6684	52.01
1995	4	27	0.698	160	281.931	103.8881	45.43
1995	4	28	1.297	202	280.147	89.17845	36.13
1995	4	29	4.399	218	282.504	73.89355	29.11
1995	4	30	1.032	213	278.925	75.08777	306.7
1995	5	1	5.063	219	286.511	86.8509	78.39
1995	5	2	2.476	224	290.761	93.70183	134.4
1995	5	3	3.133	249	312.35	103.1024	110.2
1995	5	4	5.046	274	315.215	116.6287	266.5
1995	5	5	4.9	250	328.81	131.9307	103.3
1995	5	6	5.428	242	328.825	135.4326	106.2
1995	5	7	1.987	217	326.137	132.6691	45.35
1995	5	8	0.164	219	319.086	134.2703	39.71
1995	5	9	0.123	270	307.947	135.6051	78.82
1995	5	10	0.183	326	294.034	130.0477	55.37
1995	5	11	2.377	373	278.823	117.2514	171.3
1995	5	12	0.067	513	263.438	102.1154	59.12
1995	5	13	1.072	623	252.897	91.1702	48.44
1995	5	14	6.145	616	279.934	98.13445	63.09
1995	5	15	7.078	462	278.136	113.6069	153.4
1995	5	16	6.057	354	308.378	129.727	79.04
1995	5	17	2.554	392	311.567	135.7216	74.06
1995	5	18	0.895	550	298.315	139.6818	50.09
1995	5	19	1.687	702	284.897	145.0405	91.27
1995	5	20	0.469	714	274.762	151.5178	48.94
1995	5	21	1.887	648	272.406	170.9639	129.7
1995	5	22	0.931	487	262.718	185.9513	74.73
1995	5	23	0.186	441	252.094	179.7708	117.5
1995	5	24	0.008	444	240.211	156.5712	56.14
1995	5	25	0.734	486	230.056	138.2172	51.4
1995	5	26	0.255	442	217.002	132.8696	34.99
1995	5	27	0.561	384	205.176	129.9792	33.95
1995	5	28	1.368	334	194.23	123.2044	25.24
1995	5	29	1.001	296	183.477	119.2294	21.12
1995	5	30	0.07	272	174.003	119.8484	13.39
1995	5	31	3.165	250	165.805	117.3374	8.576
1995	6	1	4.773	236	161.633	116.5008	26.48
1995	6	2	3.417	223	156.792	117.872	41.85
1995	6	3	7.174	211	189.528	207.8458	369.6
1995	6	4	6.155	201	175.204	339.7928	95.8
1995	6	5	3.051	195	163.828	351.7645	131.4
1995	6	6	14.499	188	159.823	238.1156	310.5
1995	6	7	8.533	175	159.572	130.9819	165.1
1995	6	8	3.777	177	160.183	108.4191	140.1
1995	6	9	1.652	160	162.302	135.362	88.42
1995	6	10	5.735	146	161.184	130.0521	200.7
1995	6	11	9.935	137	172.532	120.3317	229.8
1995	6	12	11.265	144	204.53	134.2755	559.3
1995	6	13	12.029	199	403.413	224.8212	923.4
1995	6	14	8.222	291	567.339	389.7361	1274
1995	6	15	8.465	293	524.931	490.2465	404.7
1995	6	16	5.243	281	478.468	440.961	1557
1995	6	17	2.483	252	409.464	349.962	364.3
1995	6	18	8.627	240	479.243	382.9441	314.1
1995	6	19	5.757	241	572.963	489.4911	629.4
1995	6	20	3.714	293	614.015	531.7985	324.7
1995	6	21	4.211	299	621.927	504.1068	423.2
1995	6	22	3.283	289	575.472	460.0395	199.2
1995	6	23	2.891	301	534.269	434.4754	616.1
1995	6	24	3.4	329	524.695	440.9261	290.2
1995	6	25	7.8	343	601.824	476.7639	248.1
1995	6	26	8.864	350	542.288	504.2795	158.4
1995	6	27	3.276	312	476.202	486.6103	374.5
1995	6	28	5.193	296	458.349	508.1501	200.8
1995	6	29	5.846	294	426.51	613.479	133.4
1995	6	30	12.228	282	433.712	679.8718	122.8
1995	7	1	12.099	277	424.529	641.3371	308
1995	7	2	10.299	285	519.489	592.9313	252.5
1995	7	3	14.171	348	1013.229	600.1627	724
1995	7	4	13.224	386	890.499	664.3102	398.2
1995	7	5	8.281	371	697.952	749.9605	470.3
1995	7	6	7.835	394	948.134	839.4117	481.1
1995	7	7	10.531	475	809.372	915.2035	254.1
1995	7	8	4.84	459	719.446	919.8794	187.7
1995	7	9	4.169	499	754.665	866.7208	236.5
1995	7	10	3.252	462	624.52	838.2859	150.8
1995	7	11	0.512	432	529.711	834.4222	95.62
1995	7	12	4.269	421	481.21	801.0077	393.6
1995	7	13	12.574	419	467.607	805.0781	373.7
1995	7	14	9.241	426	464.502	841.525	450.4
1995	7	15	8.474	407	474.863	776.8443	343.7
1995	7	16	14.568	452	582.353	619.3294	274.9
1995	7	17	14.008	479	612.5	535.0234	227.1
1995	7	18	7.023	430	548.798	613.6414	237.6
1995	7	19	4.865	401	484.057	692.602	164.2
1995	7	20	2.106	362	433.904	706.2367	274.6
1995	7	21	1.071	322	394.753	750.5577	165.5
1995	7	22	9.18	298	363.189	742.8472	160.7
1995	7	23	4.339	289	337.92	632.7534	148.4
1995	7	24	5.714	278	320.544	525.7765	181.5
1995	7	25	1.148	264	300.712	446.012	134.4
1995	7	26	0.483	250	283.257	368.1807	136.6
1995	7	27	0.599	244	268.072	315.7247	284.5
1995	7	28	1.131	238	254.606	308.0724	149.9
1995	7	29	7.166	248	257.921	333.2121	235.8
1995	7	30	6.308	271	279.701	341.1662	731.1
1995	7	31	3.871	263	308.271	356.526	961.9
1995	8	1	2.817	286	369.843	396.8321	583.2
1995	8	2	2.414	387	439.763	453.4994	457.2
1995	8	3	5.352	396	460.849	541.8311	284.1
1995	8	4	4.421	368	448.87	635.745	215.8
1995	8	5	4.284	346	486.969	672.5874	485.1
1995	8	6	9.366	317	454.927	686.5026	230
1995	8	7	0.103	300	413.324	756.8886	411.7
1995	8	8	0.297	285	376.097	832.2877	206.4
1995	8	9	2.22	269	349.682	788.0338	603
1995	8	10	9.965	280	454.275	656.2875	282.9
1995	8	11	9.783	380	507.076	556.6974	271.6
1995	8	12	6.592	382	450.643	539.4372	232.9
1995	8	13	2.368	362	412.972	635.6667	193
1995	8	14	4.056	325	426.06	753.972	420.4
1995	8	15	4.821	357	528.697	755.282	1853
1995	8	16	3	417	524.407	725.1678	490.4
1995	8	17	9.192	413	479.056	755.8515	316.9
1995	8	18	2.686	386	431.206	739.072	244.5
1995	8	19	4.099	351	391.063	641.3277	202.9
1995	8	20	1.877	328	373.038	572.2677	204
1995	8	21	6.526	326	353.772	580.7598	191.7
1995	8	22	5.617	314	331.668	605.716	165.8
1995	8	23	1.3	294	316.188	559.2955	171.3
1995	8	24	8.861	293	302.324	456.4598	157.8
1995	8	25	8.76	283	315.147	392.4119	419.8
1995	8	26	10.304	286	317.884	377.0991	199.6
1995	8	27	6.997	283	328.753	375.1046	178.9
1995	8	28	7.886	333	533.204	434.5678	510.1
1995	8	29	6.763	375	525.882	541.7723	247.5
1995	8	30	0.553	371	457.775	630.4363	243.1
1995	8	31	0.852	376	396.121	643.3917	203.3
1995	9	1	0.063	355	351.488	611.8895	180.5
1995	9	2	0.905	339	320.036	584.4173	177.3
1995	9	3	3.202	321	296.583	535.5173	183
1995	9	4	1.36	307	277.092	480.395	159.3
1995	9	5	0.697	292	261.394	450.5631	131.6
1995	9	6	1.729	284	251.058	419.9396	282.7
1995	9	7	2.566	276	247.394	388.367	203.3
1995	9	8	5.423	276	248.07	372.0567	306.6
1995	9	9	4.902	299	289.356	400.4414	646.7
1995	9	10	7.629	364	403.324	432.0339	529.1
1995	9	11	10.716	406	532.358	437.4759	630
1995	9	12	6.627	422	679.227	461.2322	418.3
1995	9	13	7.21	415	713.312	531.254	325.9
1995	9	14	6.5	433	760.355	601.4496	905.9
1995	9	15	6.361	472	800.611	648.9408	1114
1995	9	16	9.707	493	792.743	692.198	589.3
1995	9	17	3.181	526	811.578	676.5441	586.1
1995	9	18	8.167	527	824.19	626.5283	443.6
1995	9	19	6.562	516	766.439	610.4878	360.3
1995	9	20	8.953	485	723.03	588.7914	335.3
1995	9	21	3.387	468	638.301	554.923	305.2
1995	9	22	13.391	444	585.61	551.8236	293.9
1995	9	23	4.355	428	549.55	553.7539	328.4
1995	9	24	0.721	417	505.861	522.7945	256.3
1995	9	25	0.776	375	479.289	476.1447	233.9
1995	9	26	4.899	357	510.109	455.1015	335.8
1995	9	27	4.638	354	478.312	445.3891	248.6
1995	9	28	3.219	334	445.187	430.4101	203.5
1995	9	29	2.621	316	417.103	394.0389	187
1995	9	30	2.695	303	436.372	346.8863	247.6
1995	10	1	1.857	310	440.146	321.1398	212.6
1995	10	2	2.125	311	430.241	331.1636	241.4
1995	10	3	1.074	309	412.161	362.7856	201.1
1995	10	4	1.516	304	400.516	380.7808	208.1
1995	10	5	1.831	292	385.289	368.8263	192.8
1995	10	6	2.342	287	378.145	347.5474	255.5
1995	10	7	5.381	297	381.993	335.8505	225.4
1995	10	8	6.513	304	377.915	340.341	189.8
1995	10	9	1.941	287	367.431	346.4576	388.4
1995	10	10	0.26	274	355.104	319.0594	249
1995	10	11	2.993	268	347.001	273.9955	274.9
1995	10	12	1.567	270	352.184	276.1423	229
1995	10	13	0.513	270	341.857	311.5415	202.1
1995	10	14	0.109	260	328.388	313.2607	226.5
1995	10	15	0.876	255	315.584	285.0466	187.8
1995	10	16	0.651	256	302.978	271.3281	170.8
1995	10	17	0.862	252	288.989	259.3201	149.3
1995	10	18	2.489	244	290.004	228.857	333
1995	10	19	1.259	247	298.199	211.637	323.2
1995	10	20	0.504	249	295.317	213.1778	228.8
1995	10	21	0.008	244	291.381	214.4426	289.8
1995	10	22	0.494	237	286.861	201.4373	205.8
1995	10	23	0.58	231	283.194	189.1715	184
1995	10	24	0.631	228	280.802	194.7239	173.1
1995	10	25	0.348	226	279.43	201.9799	158.4
1995	10	26	0.071	221	277.432	205.2506	171.6
1995	10	27	0.043	216	273.425	216.3476	147.9
1995	10	28	0	207	267.165	226.3121	131.8
1995	10	29	0	201	259.828	223.3337	119.6
1995	10	30	0.079	199	251.952	209.5799	115.4
1995	10	31	0.111	195	243.817	193.5581	124.7
1995	11	1	0.153	192	235.572	178.4821	109.5
1995	11	2	4.767	191	227.507	166.2041	104.4
1995	11	3	4.298	190	220.55	161.002	102.1
1995	11	4	0.488	192	214.108	160.6543	94.46
1995	11	5	0.064	189	207.727	159.0373	87.87
1995	11	6	0	181	201.394	151.335	94.53
1995	11	7	0.386	175	194.973	137.5695	133.5
1995	11	8	0.174	169	188.354	124.6432	89.33
1995	11	9	0	165	181.74	118.7602	80.18
1995	11	10	0.346	164	176.373	118.0751	80.12
1995	11	11	1.294	167	177.504	123.0253	119.6
1995	11	12	1.928	172	186.41	130.609	91.33
1995	11	13	1.101	173	187.614	136.7898	93.81
1995	11	14	2.023	157	185.218	139.9825	66.04
1995	11	15	0	147	181.772	142.0688	72.58
1995	11	16	0	143	177.671	145.4608	64.17
1995	11	17	0	142	173.112	146.3011	59.49
1995	11	18	0.007	140	168.164	141.1937	63.53
1995	11	19	0.983	140	165.16	138.6227	64.26
1995	11	20	2.666	137	163.812	140.8736	79.36
1995	11	21	0.406	132	158.853	138.5696	65.59
1995	11	22	0.005	127	154.053	125.4757	60.43
1995	11	23	0.095	118	149.445	107.3265	58.81
1995	11	24	0.005	117	145.001	97.25299	54.76
1995	11	25	0.002	115	140.701	97.76156	45.21
1995	11	26	2.279	119	140.507	101.4029	41.31
1995	11	27	0.39	121	136.313	99.45415	37.79
1995	11	28	0	112	131.91	95.36949	30.57
1995	11	29	0	108	127.833	92.29454	28.62
1995	11	30	0	106	124.042	90.94389	26.06
1995	12	1	0	106	120.482	90.66712	25.64
1995	12	2	0.037	104	117.612	89.3194	24.14
1995	12	3	0	99	114.345	86.4554	22.81
1995	12	4	0.001	97	111.185	83.75984	22.94
1995	12	5	0.31	96	108.679	81.04513	23.35
1995	12	6	0.757	91	106.164	78.63294	19.03
1995	12	7	0.113	88	103.433	77.4993	18.51
1995	12	8	0.206	84	100.746	76.83043	18.8
1995	12	9	0	85	98.185	75.5419	18.57
1995	12	10	0	85	95.742	73.70813	15.56
1995	12	11	0	91	93.408	72.14557	15.99
1995	12	12	0.121	86	91.201	70.91533	14.3
1995	12	13	0	84	89.128	69.71673	13.07
1995	12	14	0.209	82	87.288	68.43297	12.39
1995	12	15	0.683	86	86.022	67.17289	13.58
1995	12	16	0.678	87	86.221	67.29759	13.39
1995	12	17	0.051	85	85.81	67.5542	13.28
1995	12	18	0.014	83	85.373	67.49551	11.92
1995	12	19	0.239	84	84.921	66.42719	11.57
1995	12	20	0.223	85	84.286	64.88967	12.09
1995	12	21	0.674	81	85.413	64.03405	10.24
1995	12	22	1.012	83	86.772	64.00261	9.175
1995	12	23	1.005	84	91.233	65.13171	9.133
1995	12	24	0.736	83	102.115	68.64005	9.743
1995	12	25	0.507	79	116.102	78.28241	8.062
1995	12	26	0.096	74	125.668	87.43026	9.941
1995	12	27	0.212	77	134.195	91.64991	9.056
1995	12	28	0.014	66	137.968	85.14267	8.786
1995	12	29	0.094	55	139.511	74.26949	9.453
1995	12	30	0.044	51	139.738	66.50003	8.75
1995	12	31	0.773	50	139.291	63.30261	7.304
1996	1	1	0.005	45	138.514	63.18633	7.66
1996	1	2	0.053	49	137.606	63.53323	6.877
1996	1	3	0	52	136.618	63.47753	7.71
1996	1	4	0	50	135.532	62.86797	6.758
1996	1	5	0.019	53	134.299	60.85268	7.118
1996	1	6	0	56	132.902	57.91244	5.485
1996	1	7	0	58	131.328	56.22552	5.849
1996	1	8	0.047	60	129.618	56.55883	6.801
1996	1	9	0	60	127.765	56.98463	4.825
1996	1	10	0	60	125.784	55.52541	4.746
1996	1	11	0	62	123.681	52.88152	5.48
1996	1	12	0.379	62	122.319	50.85449	4.956
1996	1	13	0.115	62	121.126	50.46189	66.01
1996	1	14	0.529	62	120.271	50.88671	43.86
1996	1	15	0.045	63	119.826	51.55155	11.84
1996	1	16	0.048	62	119.406	51.16397	4.997
1996	1	17	1.163	63	121.905	53.4941	72.55
1996	1	18	0.664	64	126.098	58.74492	9.402
1996	1	19	0.063	62	126.882	63.16462	6.22
1996	1	20	0.013	61	127.31	61.38708	4.589
1996	1	21	0.054	62	127.228	54.06354	3.505
1996	1	22	0.009	63	126.562	49.75376	3.043
1996	1	23	0	62	125.51	50.94506	3.329
1996	1	24	0.204	63	124.501	53.55145	3.067
1996	1	25	0.135	61	124.784	55.0786	3.647
1996	1	26	0.011	61	123.607	57.01008	3.727
1996	1	27	0	62	122.174	59.46088	3.968
1996	1	28	0	63	120.531	61.74346	176.7
1996	1	29	0	65	118.71	62.8547	11.77
1996	1	30	0.155	64	117.229	61.45436	7.667
1996	1	31	0	65	115.11	57.30628	4.483
1996	2	1	0	64	112.816	53.01012	3.559
1996	2	2	0.002	64	110.438	49.983	3.161
1996	2	3	1.322	64	115.126	47.58549	42.55
1996	2	4	0.101	64	115.81	44.97028	12.14
1996	2	5	0	61	114.824	43.60841	6.131
1996	2	6	0.097	63	113.095	44.42085	3.57
1996	2	7	0.16	63	111.18	45.75528	2.134
1996	2	8	0	63	109.084	45.80326	1.356
1996	2	9	0	64	106.975	44.91257	0.791
1996	2	10	0.003	64	104.837	44.18368	0.5828
1996	2	11	0	66	102.664	43.77926	0.7281
1996	2	12	0.027	68	100.488	43.26275	0.6628
1996	2	13	0.099	69	98.775	42.44356	0.3593
