年	月	日	降雨	实测流量	DTVGM	Btop	Swat
1993	3	20	0.196	76	52.591	32.52519	1.757
1993	3	21	0.481	76	52.167	34.1354	9.788
1993	3	22	0.374	69	51.942	35.38805	11.07
1993	3	23	0.13	66	51.903	33.61039	59.54
1993	3	24	0.746	64	53.746	31.12823	88.04
1993	3	25	0.096	66	56.879	30.92999	18.02
1993	3	26	0.132	73	59.626	31.93869	16.69
1993	3	27	0.083	75	61.005	32.24719	21.81
1993	3	28	0.305	76	60.935	32.64645	24.22
1993	3	29	0.499	76	61.857	35.59496	18.15
1993	3	30	0.167	75	62.267	39.49921	14.8
1993	3	31	0.166	73	62.789	42.38157	13.95
1993	4	1	0.599	72	65.135	41.98265	79.32
1993	4	2	0.199	72	70.616	39.2165	552.5
1993	4	3	0.718	74	76.774	36.77675	129.6
1993	4	4	0.002	78	80.09	34.90479	450.2
1993	4	5	0.057	79	82.261	32.89595	57.61
1993	4	6	0.434	75	83.371	31.12179	53.95
1993	4	7	0.12	71	82.562	30.38569	30.35
1993	4	8	0.809	74	80.559	31.00387	19.97
1993	4	9	0.875	75	78.031	32.72024	33.52
1993	4	10	2.066	75	79.739	34.2163	30.85
1993	4	11	0.714	76	81.159	35.72087	21.05
1993	4	12	0.07	79	85.006	42.93941	720
1993	4	13	0.549	85	92.157	57.69957	191.7
1993	4	14	2.162	89	105.183	64.61826	53.79
1993	4	15	1.992	97	125.737	55.56586	55.37
1993	4	16	0.296	102	134.022	45.5899	1352
1993	4	17	0.163	103	140.53	44.17307	501.9
1993	4	18	2.348	107	152.384	42.83269	243.8
1993	4	19	1.705	115	168.309	37.3145	411.2
1993	4	20	2.201	125	178.012	33.62324	88.83
1993	4	21	0.439	126	182.459	33.94627	48.35
1993	4	22	2.016	128	183.52	35.81341	215
1993	4	23	0.369	123	187.172	38.20989	541.3
1993	4	24	0.223	125	198.874	41.15525	678.5
1993	4	25	0.634	154	216.137	45.10484	627.1
1993	4	26	2.604	187	235.991	49.15831	302.4
1993	4	27	0.447	204	252.817	49.5068	128.6
1993	4	28	0.483	220	267.099	45.05084	85.95
1993	4	29	0.738	249	282.908	39.53183	54.94
1993	4	30	0.003	318	298.003	36.08642	30.18
1993	5	1	1.733	427	312.038	35.30892	81.04
1993	5	2	5.037	474	318.137	37.85848	56.76
1993	5	3	1.409	430	311.296	40.6893	38.81
1993	5	4	3.844	369	318.237	47.74619	69.12
1993	5	5	3.894	343	312.564	52.5372	59.88
1993	5	6	2.019	310	298.657	54.7157	40.64
1993	5	7	1.306	271	282.822	56.81366	32.54
1993	5	8	0.21	256	266.603	61.52574	20.86
1993	5	9	0.126	261	250.544	66.51205	28.73
1993	5	10	0.062	281	235.147	67.23507	18.9
1993	5	11	0.145	358	220.816	65.8284	15.97
1993	5	12	0.455	389	209.041	64.44768	12.91
1993	5	13	0.559	360	200.367	63.1248	10.27
1993	5	14	1.65	286	201.86	62.65517	11.57
1993	5	15	0.515	228	198.472	60.97385	38.41
1993	5	16	1.241	192	195.549	58.35382	40.9
1993	5	17	0.83	165	192.31	60.01375	110.3
1993	5	18	1	156	191.483	70.83	59.63
1993	5	19	0.128	161	186.943	86.72806	44.34
1993	5	20	1.727	186	186.754	99.81286	68.55
1993	5	21	1.739	209	194.699	107.5679	142.4
1993	5	22	3.34	238	238.431	128.962	201.9
1993	5	23	0.672	223	232.335	153.5995	108
1993	5	24	0.225	193	224.386	157.4696	114.1
1993	5	25	2.005	177	216.583	131.4001	47.28
1993	5	26	2.759	173	208.305	109.5809	46.74
1993	5	27	4.269	162	199.768	107.3652	32.86
1993	5	28	3.631	146	192.839	103.9442	41.27
1993	5	29	3.426	158	194.393	96.86323	127.6
1993	5	30	5.584	207	196.259	93.47605	225.2
1993	5	31	2.235	251	209.429	101.8905	257.1
1993	6	1	0.918	258	209.328	108.7336	266.7
1993	6	2	1.117	232	203.807	108.2283	148
1993	6	3	6.053	245	221.633	117.9303	477.2
1993	6	4	2.369	294	233.187	136.9981	260.5
1993	6	5	8.441	302	262.458	171.4656	287.2
1993	6	6	7.393	297	285.892	199.5276	246.4
1993	6	7	4.936	278	284.524	195.8326	472.5
1993	6	8	2.776	273	281.093	168.4132	200.4
1993	6	9	2.549	269	300.43	151.811	143.3
1993	6	10	4.172	300	324.618	155.9288	266.2
1993	6	11	4.108	346	326.995	162.5816	145.4
1993	6	12	9.911	320	324.232	186.538	117.5
1993	6	13	5.248	289	313.964	224.4295	165.7
1993	6	14	0.427	256	300.804	225.2996	631.9
1993	6	15	0.235	234	286.613	197.172	175.7
1993	6	16	1.873	225	277.246	187.2909	252
1993	6	17	4.794	262	276.906	188.3432	580.7
1993	6	18	4.03	361	285.776	191.2883	335.2
1993	6	19	2.578	494	304.52	218.1545	820.3
1993	6	20	2.575	609	328.691	256.9985	1134
1993	6	21	6.665	655	395.865	294.311	917.1
1993	6	22	11.378	806	431.993	312.0105	441.3
1993	6	23	1.59	690	438.29	308.2033	311.9
1993	6	24	0.108	517	424.236	269.3785	214.3
1993	6	25	0.431	424	399.178	208.985	205.5
1993	6	26	1.88	373	376.917	197.0743	317.9
1993	6	27	3.236	379	372.817	263.942	284.7
1993	6	28	13.899	483	408.227	387.8172	338.2
1993	6	29	9.869	524	485.332	532.8971	377.6
1993	6	30	10.258	565	520.892	600.3754	268.9
1993	7	1	13.572	584	859.513	597.5407	564.6
1993	7	2	7.781	642	935.933	639.3505	384.7
1993	7	3	5.984	710	885.705	771.5127	313.1
1993	7	4	7.051	827	923.81	1001.272	1374
1993	7	5	6.792	816	928.214	1210.229	620.6
1993	7	6	7.554	785	765.923	1187.268	477
1993	7	7	2.662	753	630.537	916.3962	610.9
1993	7	8	0.122	684	550.547	705.6559	374.2
1993	7	9	0.916	572	498.688	672.8162	293.2
1993	7	10	0.65	499	464.695	627.0024	243.3
1993	7	11	3.616	469	433.408	548.7818	203.5
1993	7	12	9.668	477	438.961	542.1897	2031
1993	7	13	3.09	605	466.355	569.0129	641.9
1993	7	14	4.004	774	526.601	569.7647	582
1993	7	15	3.231	799	574.41	567.6519	517.5
1993	7	16	5.761	943	606.912	604.2694	330.7
1993	7	17	12.635	954	687.183	647.1009	1378
1993	7	18	9.062	830	702.025	640.6678	543.7
1993	7	19	12.041	868	758.027	731.766	749.9
1993	7	20	9.489	1080	898.874	930.2249	1750
1993	7	21	11.989	1270	941.236	1016.653	767.4
1993	7	22	7.939	1250	838.396	978.3771	581.2
1993	7	23	1.063	1100	725.264	921.0878	415.9
1993	7	24	1.058	895	634.165	833.7998	362
1993	7	25	5.02	780	583.306	732.4668	322.4
1993	7	26	8.841	718	549.741	691.8504	342.2
1993	7	27	4.892	677	512.327	695.1606	292.4
1993	7	28	5.488	682	523.153	713.0222	685.6
1993	7	29	7.147	765	563.058	780.9171	632.9
1993	7	30	18.64	829	571.345	804.1536	665.8
1993	7	31	14.547	823	657.919	737.026	464.2
1993	8	1	8.737	785	650.593	643.0346	512.2
1993	8	2	5.181	745	563.296	577.9258	403.1
1993	8	3	8.002	825	698.491	602.9772	928
1993	8	4	3.049	855	609.956	660.4377	884.3
1993	8	5	8.563	844	702.234	687.9246	532.4
1993	8	6	6.164	901	666.139	670.387	658.2
1993	8	7	6.529	827	598.389	679.333	454.7
1993	8	8	5.994	767	613.606	776.9659	484.1
1993	8	9	10.009	799	848.486	870.0114	2439
1993	8	10	8.039	881	884.088	870.6136	847.7
1993	8	11	5.721	951	772.374	884.4538	595.5
1993	8	12	13.156	1090	884.853	958.3809	823.8
1993	8	13	9.969	1000	792.446	947.3405	516.4
1993	8	14	4.798	1030	789.459	900.071	1073
1993	8	15	9.929	1120	861.341	901.4047	733.8
1993	8	16	16.112	1080	767.625	929.2519	716.8
1993	8	17	6.088	1080	797.922	1008.948	1159
1993	8	18	5.921	1080	765.116	1022.207	731.5
1993	8	19	12.045	1130	898.178	926.2021	701.3
1993	8	20	15.455	1080	962.601	888.9776	730.1
1993	8	21	11.154	1060	1048.059	950.5551	558.1
1993	8	22	5.846	1120	1227.473	1026.695	822.8
1993	8	23	6.097	1230	1080.098	1164.853	558.7
1993	8	24	8.061	1280	1038.853	1370.72	547.3
1993	8	25	8.501	1240	914.594	1397.623	570.2
1993	8	26	8.693	1140	727.22	1237.035	488.2
1993	8	27	4.307	1020	740.467	1074.154	857.1
1993	8	28	14.572	983	710.526	903.4181	549.4
1993	8	29	18.068	947	624.192	765.0977	469.6
1993	8	30	9.041	881	558.991	731.9534	1126
1993	8	31	1.818	802	510.546	727.9927	492.6
1993	9	1	4.441	724	475.693	675.8401	569.5
1993	9	2	14.551	666	449.038	611.4363	459.8
1993	9	3	0.876	620	418.757	573.9007	403.7
1993	9	4	0.041	573	391.083	556.8181	411.7
1993	9	5	0.104	536	365.615	555.8038	397.1
1993	9	6	3.162	514	348.038	540.9987	511.7
1993	9	7	7.647	547	386.931	486.677	542.7
1993	9	8	7.488	580	453.136	428.1352	550.2
1993	9	9	6.145	583	448.182	396.1124	579.5
1993	9	10	7.816	563	428.842	387.529	484.9
1993	9	11	4.762	560	445.001	398.1494	427.4
1993	9	12	5.066	545	420.766	423.4628	422.3
1993	9	13	2.69	511	402.693	435.3918	406.5
1993	9	14	2.867	510	416.295	441.2906	473
1993	9	15	3.276	534	438.732	461.7455	398.1
1993	9	16	5.657	531	467.54	496.3627	391.4
1993	9	17	11.228	542	455.515	504.9969	492.3
1993	9	18	1.219	544	429.552	491.6739	396.5
1993	9	19	2.719	545	422.06	490.3129	521.2
1993	9	20	3.961	560	432.859	487.0353	625.5
1993	9	21	9.404	565	549.774	462.7961	444.8
1993	9	22	10.24	591	559.128	459.1929	398.6
1993	9	23	2.886	582	504.888	499.5853	351.2
1993	9	24	0.469	555	455.202	543.4731	341.5
1993	9	25	2.752	530	424.123	562.7858	309.7
1993	9	26	3.491	533	458.098	585.2302	522
1993	9	27	5.407	540	476.339	624.8175	395.2
1993	9	28	5.248	551	487.278	663.6356	354.2
1993	9	29	2.883	523	445.923	657.04	312.7
1993	9	30	6.748	516	465.673	599.0687	407.8
1993	10	1	10.285	537	449.494	521.1814	318.8
1993	10	2	2.763	527	451.599	464.1028	282.6
1993	10	3	4.205	541	481.897	447.6898	440.5
1993	10	4	3.687	574	461.38	454.2552	303.2
1993	10	5	2.875	538	428.817	471.1129	262.9
1993	10	6	0.39	515	401.428	483.2827	246
1993	10	7	0.806	497	379.699	459.0124	222.9
1993	10	8	0.701	487	361.262	419.8967	219.5
1993	10	9	1.384	472	344.07	406.2244	206.1
1993	10	10	0.747	451	327.524	383.7774	201.1
1993	10	11	0.126	432	311.783	337.1195	192.2
1993	10	12	0.01	414	295.401	303.2969	183.8
1993	10	13	0.783	401	279.858	277.7889	182.7
1993	10	14	2.504	397	266.941	250.1722	199.2
1993	10	15	5.161	386	254.44	236.8538	187.2
1993	10	16	2.217	371	251.627	239.4	194.3
1993	10	17	1.834	363	248.424	243.8227	190.8
1993	10	18	2.941	363	261.975	248.1704	274.4
1993	10	19	2.613	364	278.986	256.932	265.1
1993	10	20	2.848	373	304.935	284.0852	337.9
1993	10	21	2.498	367	330.75	300.5004	384.8
1993	10	22	0.727	351	314.533	291.667	238.1
1993	10	23	0.181	343	293.685	281.5947	230.6
1993	10	24	0.772	338	314.481	270.7641	316.9
1993	10	25	0.256	332	297.249	266.3685	182.9
1993	10	26	0.242	325	281.799	262.8654	249.7
1993	10	27	0.995	324	283.538	251.7919	173.8
1993	10	28	1.744	324	299.908	255.3801	150.9
1993	10	29	0.231	315	285.064	260.4888	193.8
1993	10	30	1.061	302	274.719	242.5717	152.1
1993	10	31	0.339	291	264.73	216.2967	154.6
1993	11	1	0.029	279	252.756	205.6996	147.9
1993	11	2	0	274	243.379	204.0491	174.2
1993	11	3	0.031	268	237.71	197.436	116.7
1993	11	4	0.478	267	229.618	185.2782	121.6
1993	11	5	1.164	264	235.737	172.5006	113.9
1993	11	6	0.061	257	224.427	163.3961	109.8
1993	11	7	0.219	252	213.373	156.7705	100
1993	11	8	0.118	252	204.996	149.6596	95.92
1993	11	9	0	246	195.698	143.4713	95.02
1993	11	10	0.003	243	187.037	140.205	86.7
1993	11	11	0.624	234	178.948	138.0162	86.86
1993	11	12	0	220	171.304	133.8456	79.54
1993	11	13	0.072	214	164.011	128.1971	70.48
1993	11	14	0	210	157.07	124.3896	69.68
1993	11	15	0	210	150.52	121.6744	69.51
1993	11	16	0	206	144.378	117.8419	54.81
1993	11	17	0.174	202	138.643	114.2559	58.02
1993	11	18	0.323	200	133.305	111.489	51.82
1993	11	19	0.026	200	129.078	108.6191	46.21
1993	11	20	0.203	197	125.731	105.5452	41.03
1993	11	21	0.018	190	122.334	102.81	40.42
1993	11	22	0	178	118.926	100.3666	41.27
1993	11	23	0	173	115.512	97.78282	34.71
1993	11	24	0	168	112.131	95.33507	35.36
1993	11	25	0.035	168	108.85	93.12181	34.97
1993	11	26	0	164	105.702	90.91024	34.87
1993	11	27	0	160	102.689	88.81808	30.5
1993	11	28	0.009	158	99.809	86.92305	27.79
1993	11	29	0	157	97.057	85.04561	28.52
1993	11	30	0	157	94.426	83.21127	28.92
1993	12	1	0	153	91.909	81.43675	54.53
1993	12	2	0.013	151	89.513	79.70418	30.66
1993	12	3	0	150	87.234	78.00674	29.14
1993	12	4	0	148	85.059	76.43323	25.11
1993	12	5	0	146	82.975	75.01523	22.67
1993	12	6	0	143	80.971	73.71288	22.39
1993	12	7	0	141	79.042	72.38276	19.18
1993	12	8	0	138	77.185	70.90434	17.81
1993	12	9	0.004	139	75.408	69.373	16.29
1993	12	10	0.064	136	73.685	68.0943	16.59
1993	12	11	0	130	72.026	67.01599	14.22
1993	12	12	0	127	70.429	65.81949	13.44
1993	12	13	0	126	68.889	64.62377	13.42
1993	12	14	0	124	67.403	63.59192	14.34
1993	12	15	0.062	122	65.988	62.53432	12.15
1993	12	16	0.214	123	64.828	61.66595	14.32
1993	12	17	0.047	116	63.572	60.86388	12.9
1993	12	18	0.024	106	62.363	59.93718	11.85
1993	12	19	0	97	61.195	58.83936	13.07
1993	12	20	0.018	95	60.061	57.74205	11.28
1993	12	21	0.059	97	58.956	56.82142	11.89
1993	12	22	0.838	102	59.396	57.43202	10.81
1993	12	23	0.907	104	62.592	58.54519	11.13
1993	12	24	0	99	63.916	59.09704	11.95
1993	12	25	0	94	64.199	58.62402	9.652
1993	12	26	0	91	63.897	57.79403	9.778
1993	12	27	0	86	63.293	57.51243	9.627
1993	12	28	0	88	62.535	56.90301	9.228
1993	12	29	0.031	88	61.695	55.71931	52.25
1993	12	30	0.001	93	60.808	54.86385	13.64
1993	12	31	0	94	59.89	54.01525	8.751
1994	1	1	0	93	58.954	52.64933	6.96
1994	1	2	0.009	94	58.011	51.29931	6.819
1994	1	3	0.002	91	57.068	49.97522	6.325
1994	1	4	0.542	88	56.336	48.41911	5.458
1994	1	5	0	88	55.834	47.10745	6.345
1994	1	6	0.027	89	55.483	46.61603	4.697
1994	1	7	0.077	89	55.323	46.62724	4.801
1994	1	8	0.008	85	55.089	46.39265	4.851
1994	1	9	0	84	54.753	45.74335	5.963
1994	1	10	0	85	54.31	45.14668	5.003
1994	1	11	0	80	53.774	44.91079	10.86
1994	1	12	0	82	53.176	44.80122	7.251
1994	1	13	0.001	86	52.594	44.48347	4.39
1994	1	14	0	87	52.003	43.94129	3.656
1994	1	15	0	90	51.282	43.30215	3.029
1994	1	16	0.479	90	53.761	42.59799	2.954
1994	1	17	3.43	86	54.236	41.94326	2.075
1994	1	18	0.262	81	55.244	41.89655	2.958
1994	1	19	0.075	81	56.144	42.09994	2.871
1994	1	20	0.027	80	57.214	42.45513	3.045
1994	1	21	0	81	58.204	42.34681	2.872
1994	1	22	0	81	58.935	41.59502	2.789
1994	1	23	0	81	59.332	41.41007	2.755
1994	1	24	0	80	59.406	42.96945	1.816
1994	1	25	0	78	59.206	46.68976	2.034
1994	1	26	0	79	58.794	53.5001	1.746
1994	1	27	0	78	58.228	63.9812	1.743
1994	1	28	0	79	57.826	74.41119	8.697
1994	1	29	0	81	57.103	77.62719	5.195
1994	1	30	0.041	84	57.92	70.89982	78.49
1994	1	31	1.325	86	59.294	59.05736	16.35
1994	2	1	0.163	87	61.439	48.60491	16.64
1994	2	2	0.008	84	63.781	42.54212	11.26
1994	2	3	1.363	85	66.067	40.69368	6.397
1994	2	4	0.155	83	67.938	41.48748	5.522
1994	2	5	0.164	80	69.259	42.27282	4.543
1994	2	6	0.062	78	69.66	41.26437	3.977
1994	2	7	0.03	76	69.476	39.9086	3.529
1994	2	8	0	73	68.81	40.2855	4.901
1994	2	9	0	75	67.894	41.61274	18.19
1994	2	10	0.855	77	67.069	42.30856	8.786
1994	2	11	0.008	76	66.189	42.6767	4.443
1994	2	12	0.154	78	65.478	43.27216	3.248
1994	2	13	0.028	78	64.887	43.74528	1.811
1994	2	14	0.057	74	64.352	43.38334	1.23
1994	2	15	0.005	72	63.811	41.68417	0.7446
1994	2	16	0.035	71	63.245	39.2841	0.3381
1994	2	17	0.002	73	62.638	37.2292	0.1905
1994	2	18	0	73	61.971	35.68728	0.04288
1994	2	19	0.002	74	61.234	34.63041	0
1994	2	20	0	71	60.427	34.36136	0
1994	2	21	0	74	59.561	34.71738	0
1994	2	22	0.146	75	58.873	35.01301	82.27
1994	2	23	0.979	79	59.016	35.13544	17.84
1994	2	24	0.021	77	59.866	35.74613	16.34
1994	2	25	0.003	78	61.012	37.19236	11.12
1994	2	26	0.023	75	61.958	38.75516	7.632
1994	2	27	0.364	75	62.399	38.96847	4.449
1994	2	28	0.194	77	62.362	37.17704	2.806
1994	3	1	0.92	77	63.177	36.02765	1.952
1994	3	2	0.519	76	64.608	35.64967	1.356
1994	3	3	0	72	66.302	35.82243	0.8717
1994	3	4	0	74	67.801	35.19627	0.3603
1994	3	5	0.017	76	68.916	33.9531	1.269
1994	3	6	0.008	78	69.016	33.30722	1.472
1994	3	7	0	79	68.719	33.32353	0.671
1994	3	8	0.053	80	67.7	33.48424	0.1545
1994	3	9	0.54	81	67.855	34.26704	0
1994	3	10	0	80	66.83	35.29961	0
1994	3	11	0.067	80	66.749	37.36088	0
1994	3	12	0.033	79	65.706	39.799	0
1994	3	13	0.432	81	65.276	41.48766	0.2615
1994	3	14	0.526	79	64.484	40.5414	52.78
1994	3	15	0.002	79	65.218	38.06025	1393
1994	3	16	0.368	82	66.537	35.7047	297.4
1994	3	17	2.034	84	66.808	33.91787	62.08
1994	3	18	3.339	83	66.709	32.60137	29.91
1994	3	19	0.078	82	65.947	31.61282	290.3
1994	3	20	1.08	84	65.015	30.8026	19.52
1994	3	21	5.48	89	69.414	36.40503	42.31
1994	3	22	9.637	86	67.683	42.41669	30.05
1994	3	23	3.906	85	65.948	45.61419	17.59
1994	3	24	1.099	85	67.351	41.79326	14.09
1994	3	25	0.619	84	66.918	35.63958	11.85
1994	3	26	3.596	86	69.346	35.31951	9.876
1994	3	27	1.533	86	72.399	38.33	17.16
1994	3	28	2.331	88	86.888	45.9747	30.96
1994	3	29	1.471	88	89.046	52.3261	21.98
1994	3	30	0.413	86	88.694	58.64549	16.72
1994	3	31	0.684	85	91.657	61.47289	95.31
1994	4	1	2.799	86	98.203	59.87358	295.1
1994	4	2	0.975	88	103.183	58.97344	810.3
1994	4	3	0.333	91	117.824	60.88819	995.4
1994	4	4	0.772	100	137.573	66.42311	263.4
1994	4	5	0.197	113	159.382	69.50061	575.2
1994	4	6	0	122	206.23	68.65748	845.5
1994	4	7	0	149	268.529	64.28547	517.4
1994	4	8	0	207	339.127	56.84929	259.5
1994	4	9	0.026	258	393.647	48.48574	95.92
1994	4	10	0.03	285	417.146	41.64282	74.44
1994	4	11	0.708	281	419.276	38.24478	46.52
1994	4	12	0.192	256	402.98	37.79713	39.21
1994	4	13	0.245	216	377.532	38.24277	26.63
1994	4	14	0.169	181	350.078	39.18438	22.02
1994	4	15	0	155	325.417	41.05329	25.62
1994	4	16	0.214	146	304.685	42.85699	19.92
1994	4	17	0.225	146	286.648	43.05139	13.53
1994	4	18	0.381	146	270.613	42.34769	45.93
1994	4	19	0.179	141	256.727	42.47698	35.14
1994	4	20	0.735	138	246.764	43.42967	26.56
1994	4	21	0.818	141	245.555	44.2195	21.19
1994	4	22	0.537	143	240.63	44.42292	470.7
1994	4	23	0.568	153	237.49	44.18132	124.6
1994	4	24	1.233	168	241.265	43.80884	72.27
1994	4	25	1.012	177	244.034	46.33471	119.1
1994	4	26	0.698	173	241.499	53.18765	21.73
1994	4	27	0.357	157	237.869	65.40261	26.16
1994	4	28	1.287	150	237.866	83.18762	35.54
1994	4	29	0.47	152	229.739	93.79608	285.6
1994	4	30	0.177	149	221.541	95.39841	266.8
1994	5	1	0.005	155	215.152	90.28977	59.08
1994	5	2	0.097	179	210.708	82.78256	44.98
1994	5	3	0.005	220	207.077	76.64965	35.09
1994	5	4	0.202	265	202.963	72.57834	24.17
1994	5	5	0.473	314	198.462	69.88137	14.92
1994	5	6	3.971	372	218.684	85.84054	170.5
1994	5	7	1.892	332	213.891	106.7626	58.53
1994	5	8	1.783	284	204.909	115.0944	71.33
1994	5	9	0.883	265	198.533	98.06975	53.42
1994	5	10	1.163	286	188.516	74.01378	38.8
1994	5	11	0.553	330	178.89	62.87428	24.12
1994	5	12	0.183	402	170.328	59.96408	23.76
1994	5	13	0.76	453	165.295	63.4936	29.65
1994	5	14	0.344	416	158.161	67.34975	60.64
1994	5	15	1.101	404	152.886	68.77145	48.87
1994	5	16	1.812	396	153.792	66.91462	78.79
1994	5	17	5.369	363	246.984	82.49595	231
1994	5	18	2.055	295	289.897	110.2402	137.7
1994	5	19	3.894	296	326.368	139.4689	102
1994	5	20	1.247	346	330.197	166.6884	74.9
1994	5	21	1.026	403	329.451	212.6464	52.92
1994	5	22	1.908	430	317.786	265.195	45.02
1994	5	23	1.328	427	299.408	280.7642	30.64
1994	5	24	1.591	413	285.425	270.0799	25.27
1994	5	25	1.394	402	273.443	262.091	30.11
1994	5	26	4.57	406	288.06	249.7798	110.5
1994	5	27	5.86	395	287.372	208.1451	71.06
1994	5	28	3.195	336	282.42	156.4103	46.86
1994	5	29	5.797	316	280.197	128.3864	46.72
1994	5	30	2.973	338	268.601	134.626	127.6
1994	5	31	2.562	337	256.103	152.2831	61.79
1994	6	1	8.572	334	330.042	180.7208	186.4
1994	6	2	5.406	376	368.248	215.6657	131.4
1994	6	3	6.227	450	458.939	258.8212	139.5
1994	6	4	5.302	513	514.341	317.8596	456.3
1994	6	5	5.783	524	459.427	405.2576	232.3
1994	6	6	2.637	525	382.696	498.9281	260.6
1994	6	7	3.506	550	374.618	572.6174	307.1
1994	6	8	5.638	574	352.412	586.092	206.5
1994	6	9	2.222	582	328.691	529.8536	199.2
1994	6	10	1.892	527	317.219	430.7346	701.2
1994	6	11	2.73	529	325.756	338.603	290.1
1994	6	12	3.102	545	326.1	289.1535	181.6
1994	6	13	4.797	544	322.282	287.4498	397.5
1994	6	14	6.099	580	311.01	297.5831	199.4
1994	6	15	9.764	628	308.461	304.9971	566.8
1994	6	16	10.733	622	297.343	324.9633	1096
1994	6	17	3.998	571	286.286	337.9623	383.9
1994	6	18	11.216	552	337.351	319.901	1947
1994	6	19	12.525	666	511.683	332.7797	788.4
1994	6	20	19.73	851	574.204	401.8194	365.6
1994	6	21	11.713	688	572.304	484.8441	229.1
1994	6	22	1.01	573	534.494	544.6672	157.8
1994	6	23	2.969	491	512.103	588.2193	279.6
1994	6	24	7.279	488	547.566	671.6305	403.6
1994	6	25	3.594	454	519.134	772.5488	385.8
1994	6	26	0.115	410	482.094	815.7483	197.4
1994	6	27	0.7	390	448.054	748.8041	145.5
1994	6	28	0.992	380	421.725	607.5297	444.1
1994	6	29	4.088	386	419.504	488.2433	417.5
1994	6	30	7.035	459	446.828	454.8683	248.1
1994	7	1	15.556	492	458.301	500.3877	175
1994	7	2	10.964	491	456.556	562.7255	351.2
1994	7	3	0.554	414	431.358	561.7063	431.6
1994	7	4	0.667	363	406.382	525.8307	160.6
1994	7	5	1.545	334	385.184	509.4191	171.7
1994	7	6	5.429	332	370.204	502.6472	120.2
1994	7	7	5.168	331	353.04	508.124	220.6
1994	7	8	7.603	322	334.787	529.2976	138.4
1994	7	9	2.634	307	320.891	512.886	357.1
1994	7	10	8.169	302	331.343	471.2854	428
1994	7	11	11.844	302	320.461	432.0823	324.4
1994	7	12	0.726	294	308.105	398.2226	213.4
1994	7	13	0.067	295	294.047	361.2876	246.2
1994	7	14	0.851	278	278.74	345.1584	146.2
1994	7	15	3.671	263	264.759	364.6686	131.2
1994	7	16	3.881	264	253.197	376.7387	119.8
1994	7	17	1.045	262	238.516	362.7412	104.9
1994	7	18	4.542	245	225.899	352.2313	155.8
1994	7	19	3.75	237	215.795	347.673	186.3
1994	7	20	3.459	230	204.444	337.6116	1913
1994	7	21	0.342	228	194.381	310.2862	330.9
1994	7	22	5.494	216	192.944	267.219	928.7
1994	7	23	6.859	214	201.096	245.1892	1014
1994	7	24	5.301	225	201.886	261.041	1277
1994	7	25	2.001	223	198.592	278.1982	458.3
1994	7	26	4.031	219	196.228	259.0011	675.7
1994	7	27	2.908	233	206.382	234.5066	360.7
1994	7	28	9.462	285	220.808	244.06	296
1994	7	29	6.328	294	215.896	266.1559	236
1994	7	30	0.496	266	207.379	264.7087	506.4
1994	7	31	0.357	239	197.936	251.9697	228.8
1994	8	1	1.091	214	188.359	256.362	345.7
1994	8	2	5.43	200	182.53	276.9245	845.8
1994	8	3	5.217	204	202.918	306.2332	411.7
1994	8	4	4.686	203	198.356	322.1969	262.3
1994	8	5	1.181	194	189.668	325.9749	291.1
1994	8	6	1.972	189	180.768	308.6669	448.6
1994	8	7	4.22	195	192.941	297.1919	462.6
1994	8	8	0.83	192	183.896	302.2135	262.8
1994	8	9	0.049	188	174.225	306.4454	222.9
1994	8	10	1.767	183	165.747	285.9578	179.8
1994	8	11	8.109	180	159.477	260.187	436.1
1994	8	12	2.942	179	156.038	251.9201	337.4
1994	8	13	8.987	198	168.629	262.3952	275.1
1994	8	14	2.685	234	169.67	275.7672	339.7
1994	8	15	1.258	241	165.395	301.4767	210
1994	8	16	0.314	214	159.817	334.7783	162.3
1994	8	17	0.922	194	154.109	337.6046	463.5
1994	8	18	2.721	181	154.079	305.0499	1125
1994	8	19	3.12	193	178.605	277.538	487.4
1994	8	20	6.241	258	300.699	303.518	863.7
1994	8	21	8.4	294	360.772	388.9216	541.7
1994	8	22	18.085	304	399.784	506.8906	371.2
1994	8	23	7.223	290	376.165	583.7619	324.1
1994	8	24	5.358	263	363.528	632.0305	225.2
1994	8	25	3.069	255	334.337	690.1176	187.8
1994	8	26	2.358	237	311.643	711.8182	275.4
1994	8	27	7.24	241	361.947	711.7489	292.6
1994	8	28	9.687	242	336.467	668.1283	222.1
1994	8	29	2.847	226	310.157	547.032	210.1
1994	8	30	1.801	212	288.456	426.9782	180.1
1994	8	31	3.315	203	276.842	407.9118	253.8
1994	9	1	5.757	202	271.599	473.7879	260.4
1994	9	2	10.964	206	265.997	500.442	213.5
1994	9	3	5.188	206	268.515	447.7016	240.7
1994	9	4	6.529	209	268.665	392.9235	334.8
1994	9	5	2.264	204	258.67	382.5189	203.3
1994	9	6	0.123	206	247.493	377.2043	308.3
1994	9	7	1.366	201	235.987	361.9586	358.5
1994	9	8	2.639	191	234.384	383.1953	695.2
1994	9	9	2.863	200	251.379	419.5826	630
1994	9	10	3.448	250	294.875	421.3434	396.5
1994	9	11	8.21	287	335.442	398.4035	296.4
1994	9	12	7.236	305	360.453	381.1004	243.9
1994	9	13	3.703	302	374.43	361.7404	277.1
1994	9	14	2.931	289	378.885	370.0541	587.7
1994	9	15	2.995	312	409.465	449.9381	1111
